index,creation_date,status,completion_date,surface_type,graffiti_spot,address,zipcode,ward,police_district,community_area,latitude,longitude,location
17-05167601,08/04/2017,Completed,08/07/2017,Wood - Painted,Front,3130 W ARMITAGE AVE,60647,32,14,22,41.9175136578826,-87.7065654862862,"(41.917513657883, -87.706565486286)"
17-05246949,08/07/2017,Completed,08/07/2017,Brick - Unpainted,Rear,3825 N CICERO AVE,60641,30,17,15,41.950510718164296,-87.7470875158926,"(41.950510718164, -87.747087515893)"
17-05246738,08/07/2017,Completed,08/07/2017,Metal - Painted,Pole,2120 S CENTRAL PARK AVE,60623,24,10,29,41.8527744348166,-87.7151780219325,"(41.852774434817, -87.715178021932)"
17-05246539,08/07/2017,Completed,08/07/2017,Brick - Painted,Front,1058 N DAMEN AVE,60622,2,12,24,41.9013260744525,-87.6773519653989,"(41.901326074453, -87.677351965399)"
17-05245663,08/07/2017,Completed,08/07/2017,Wood - Painted,Fence,741 W DIVISION ST,60610,27,18,8,41.903533759877796,-87.6477138292305,"(41.903533759878, -87.64771382923)"
17-05246582,08/07/2017,Completed,08/07/2017,Metal - Unpainted,Front,1140 W CHICAGO AVE,60642,27,12,24,41.8963492870518,-87.65683937699622,"(41.896349287052, -87.656839376996)"
17-05210404,08/06/2017,Completed,08/07/2017,Brick - Unpainted,Side,5618 S PULASKI RD,60629,13,8,62,41.7907343529933,-87.7232376793343,"(41.790734352993, -87.723237679334)"
17-05174337,08/04/2017,Completed,08/07/2017,Metal - Painted,Pole,1650 W 18TH ST,60608,25,12,31,41.857871405318896,-87.66827053413851,"(41.857871405319, -87.668270534138)"
17-05200066,08/05/2017,Completed,08/07/2017,Brick - Unpainted,Rear,4047 N HAMLIN AVE,60618,45,17,16,41.9550582664334,-87.7226013728075,"(41.955058266433, -87.722601372807)"
17-05171855,08/04/2017,Completed,08/07/2017,Brick - Unpainted,Alley,4400 S RICHMOND ST,60632,15,9,58,41.8135770253098,-87.69819725313049,"(41.81357702531, -87.69819725313)"
17-05197314,08/05/2017,Completed,08/07/2017,Aluminum Siding,Rear,2853 N KILBOURN AVE,60641,31,25,20,41.9331962154547,-87.739153839247,"(41.933196215455, -87.739153839247)"
17-05246725,08/07/2017,Completed,08/07/2017,"Cement (Sidewalk, Alley, Wall, Curb)",Side,3600 W DIVERSEY AVE,60647,30,25,21,41.932019940833996,-87.71725848978892,"(41.932019940834, -87.717258489789)"
17-05178008,08/04/2017,Completed,08/07/2017,Metal - Painted,Side,2353 W BLOOMINGDALE AVE,60647,32,14,24,41.9138921136774,-87.6869357374958,"(41.913892113677, -87.686935737496)"
17-05224958,08/06/2017,Completed,08/07/2017,Metal - Painted,Traffic Control Box,5306 S PULASKI RD,60632,23,8,62,41.7965871535951,-87.723403961402,"(41.796587153595, -87.723403961402)"
17-05180419,08/04/2017,Completed,08/07/2017,Metal - Painted,Rear,2915 W FULLERTON AVE,60647,1,14,22,41.9246663267676,-87.7006415754157,"(41.924666326768, -87.700641575416)"
17-05166512,08/04/2017,Completed,08/07/2017,Glass,Sign,1807 N ALBANY AVE,60647,1,14,22,41.9139534600977,-87.7050237467606,"(41.913953460098, -87.705023746761)"
17-05210454,08/06/2017,Completed,08/07/2017,Wood - Unpainted,Alley,5355 W 63RD ST,60638,13,8,64,41.778043164043396,-87.7566306227425,"(41.778043164043, -87.756630622742)"
17-05251178,08/07/2017,Completed,08/07/2017,Brick - Painted,Side,5109 S PULASKI RD,60632,23,8,62,41.800091534442295,-87.7232136115328,"(41.800091534442, -87.723213611533)"
17-05188523,08/05/2017,Completed,08/07/2017,Metal - Painted,Sign,532 N DAMEN AVE,60622,26,12,24,41.8917984426862,-87.67708173666641,"(41.891798442686, -87.677081736666)"
17-05215807,08/06/2017,Completed,08/07/2017,Metal - Painted,Mail Box,2536 N SHEFFIELD AVE,60614,43,19,7,41.928268999314795,-87.6538554034922,"(41.928268999315, -87.653855403492)"
17-05200657,08/05/2017,Completed,08/07/2017,"Cement (Sidewalk, Alley, Wall, Curb)",Front,328 N LAKE SHORE DR,60601,42,1,32,41.887092072912395,-87.61413825449041,"(41.887092072912, -87.61413825449)"
17-05193620,08/05/2017,Completed,08/07/2017,Brick - Painted,Front,4009 N LAWLER AVE,60641,45,16,15,41.95366399489539,-87.75332921490559,"(41.953663994895, -87.753329214906)"
17-05181346,08/04/2017,Completed,08/07/2017,Brick - Unpainted,Side,5106 W CHICAGO AVE,60651,37,15,25,41.895069218036795,-87.75349374588758,"(41.895069218037, -87.753493745888)"
17-05216882,08/06/2017,Completed,08/07/2017,Glass,Door,849 W WASHINGTON BLVD,60607,27,12,28,41.8830024945323,-87.6493231571115,"(41.883002494532, -87.649323157111)"
17-05215632,08/06/2017,Completed,08/07/2017,Metal - Painted,Pole,3037 N ALLEN AVE,60618,35,14,21,41.9361304222905,-87.7127484336911,"(41.936130422291, -87.712748433691)"
17-05245767,08/07/2017,Completed,08/07/2017,Wood - Painted,Front,3601 S ASHLAND AVE,60609,11,9,59,41.8285878696903,-87.6653690381068,"(41.82858786969, -87.665369038107)"
17-05172462,08/04/2017,Completed,08/07/2017,Vinyl Siding,Garage,4403 S SACRAMENTO AVE,60632,15,9,58,41.8135094398531,-87.6991257421793,"(41.813509439853, -87.699125742179)"
17-05246739,08/07/2017,Completed,08/07/2017,Metal - Painted,Pole,3601 W DIVERSEY AVE,60647,35,25,22,41.9318004365409,-87.7172537997322,"(41.931800436541, -87.717253799732)"
17-05246649,08/07/2017,Completed,08/07/2017,Metal - Unpainted,Pole,3701 W AUGUSTA BLVD,60651,27,11,23,41.898973983481795,-87.71893278983678,"(41.898973983482, -87.718932789837)"
17-05246522,08/07/2017,Completed,08/07/2017,Brick - Unpainted,Side,1460 N MILWAUKEE AVE,60622,1,14,24,41.908342247846,-87.674512365038,"(41.908342247846, -87.674512365038)"
17-05249116,08/07/2017,Completed,08/07/2017,Metal - Unpainted,Sign,5302 S MARYLAND AVE,60615,5,2,41,41.79848336136921,-87.60527483194001,"(41.798483361369, -87.60527483194)"
17-05245568,08/07/2017,Completed,08/07/2017,Metal - Painted,Garage,5756 S TALMAN AVE,60629,16,8,63,41.7884346533143,-87.6901391643227,"(41.788434653314, -87.690139164323)"
17-05246894,08/07/2017,Completed,08/07/2017,Brick - Unpainted,Rear,4220 W BELMONT AVE,60641,30,17,16,41.939126588991,-87.7329486076289,"(41.939126588991, -87.732948607629)"
17-05217972,08/06/2017,Completed,08/07/2017,Brick - Unpainted,Rear,604 W DIVERSEY PKWY,60614,44,19,6,41.932920145084296,-87.6444122854946,"(41.932920145084, -87.644412285495)"
17-05245673,08/07/2017,Completed,08/07/2017,"Cement (Sidewalk, Alley, Wall, Curb)",Front,1145 N HALSTED ST,60642,27,18,8,41.9028705061201,-87.6479056537846,"(41.90287050612, -87.647905653785)"
17-05246786,08/07/2017,Completed,08/07/2017,Metal - Painted,Pole,3500 N WOLCOTT AVE,60657,47,19,5,41.945105898523295,-87.676228418792,"(41.945105898523, -87.676228418792)"
17-05246509,08/07/2017,Completed,08/07/2017,Metal - Painted,Pole,1201 N MILWAUKEE AVE,60642,2,14,24,41.9034746986603,-87.6664411780215,"(41.90347469866, -87.666441178021)"
17-05210379,08/06/2017,Completed,08/07/2017,Metal - Painted,Front,4011 W 56TH PL,60629,13,8,62,41.790368598709,-87.7235865169762,"(41.790368598709, -87.723586516976)"
17-05174280,08/04/2017,Completed,08/07/2017,Metal - Painted,Pole,1862 S BLUE ISLAND AVE,60608,25,12,31,41.8563481927968,-87.6626235744614,"(41.856348192797, -87.662623574461)"
17-05250996,08/07/2017,Completed,08/07/2017,Metal - Painted,Door,7128 S CAMPBELL AVE,60629,18,8,66,41.763771826120205,-87.6858101203762,"(41.76377182612, -87.685810120376)"
17-05201887,08/05/2017,Completed,08/07/2017,"Cement (Sidewalk, Alley, Wall, Curb)",Front,3535 N MILWAUKEE AVE,60641,30,17,16,41.9450235452721,-87.7333505621468,"(41.945023545272, -87.733350562147)"
17-05246640,08/07/2017,Completed,08/07/2017,Metal - Painted,Sign,3572 N KEDZIE AVE,60618,35,17,21,41.94659254841991,-87.70796771406928,"(41.94659254842, -87.707967714069)"
17-05246722,08/07/2017,Completed,08/07/2017,Metal - Painted,Side,3520 W DIVERSEY AVE,60647,35,14,21,41.9320368744513,-87.7156596840631,"(41.932036874451, -87.715659684063)"
17-05245901,08/07/2017,Completed,08/07/2017,Brick - Painted,Pole,7848 S KEATING AVE,60652,18,8,70,41.74955359918351,-87.7403004652678,"(41.749553599183, -87.740300465268)"
17-05246609,08/07/2017,Completed,08/07/2017,Metal - Unpainted,Fence,400 W CHICAGO AVE,60654,27,18,8,41.896641227783,-87.6386889438393,"(41.896641227783, -87.638688943839)"
17-05248677,08/07/2017,Completed,08/07/2017,Brick - Unpainted,Side,8356 S PHILLIPS AVE,60617,7,4,46,41.7428064407004,-87.56502987906342,"(41.7428064407, -87.565029879063)"
17-05246972,08/07/2017,Completed,08/07/2017,Brick - Unpainted,Sign,2702 N KILBOURN AVE,60639,31,25,20,41.9297210941715,-87.73932843260741,"(41.929721094171, -87.739328432607)"
17-05180446,08/04/2017,Completed,08/07/2017,Aluminum Siding,Front,60 E 100TH PL,60628,9,5,49,41.711862199426704,-87.6213582570463,"(41.711862199427, -87.621358257046)"
17-05246618,08/07/2017,Completed,08/07/2017,Metal - Unpainted,Sign,2850 W FULTON ST,60612,27,12,27,41.8866250977952,-87.69834627310141,"(41.886625097795, -87.698346273101)"
17-05200743,08/05/2017,Completed,08/07/2017,Metal - Painted,Fence,2303 W SUNNYSIDE AVE,60625,47,19,4,41.9630595192198,-87.6864515954768,"(41.96305951922, -87.686451595477)"
17-05246701,08/07/2017,Completed,08/07/2017,Metal - Painted,Pole,2745 N MILWAUKEE AVE,60647,35,14,22,41.9311208735734,-87.71053666734,"(41.931120873573, -87.71053666734)"
17-05250390,08/07/2017,Completed,08/07/2017,Metal - Painted,Door,7128 S CAMPBELL AVE,60629,18,8,66,41.763771826120205,-87.6858101203762,"(41.76377182612, -87.685810120376)"
17-05250697,08/07/2017,Completed,08/07/2017,"Cement (Sidewalk, Alley, Wall, Curb)",Front,3958 S ARCHER AVE,60632,12,9,58,41.821761434993704,-87.69196709730508,"(41.821761434994, -87.691967097305)"
17-05246637,08/07/2017,Completed,08/07/2017,Wood - Unpainted,Door,3915 W GRAND AVE,60651,26,25,23,41.9053155928153,-87.72458925365808,"(41.905315592815, -87.724589253658)"
17-05177840,08/04/2017,Completed,08/07/2017,Metal - Unpainted,Fence,2357 W BLOOMINGDALE AVE,60647,32,14,24,41.9138896088385,-87.68709918596441,"(41.913889608838, -87.687099185964)"
17-05178872,08/04/2017,Completed,08/07/2017,Metal - Painted,Alley,4041 N DAMEN AVE,60618,47,19,5,41.9554086229825,-87.6786454656931,"(41.955408622982, -87.678645465693)"
17-05209580,08/06/2017,Completed,08/07/2017,Brick - Unpainted,Front,4119 N SPAULDING AVE,60618,33,17,16,41.9563379936431,-87.7103922723921,"(41.956337993643, -87.710392272392)"
17-05245944,08/07/2017,Completed,08/07/2017,Brick - Unpainted,Pole,740 W 16TH ST,60616,11,12,28,41.8600239206307,-87.64653858159691,"(41.860023920631, -87.646538581597)"
17-05246519,08/07/2017,Completed,08/07/2017,Metal - Painted,Door,1052 N DAMEN AVE,60622,2,12,24,41.901136774661396,-87.6773476788834,"(41.901136774661, -87.677347678883)"
17-05188598,08/05/2017,Completed,08/07/2017,Brick - Painted,Front,1750 W LAKE ST,60612,27,12,28,41.8852768383695,-87.6714849310882,"(41.88527683837, -87.671484931088)"
17-05245769,08/07/2017,Completed,08/07/2017,Metal - Painted,Door,629 N FRANKLIN ST,60654,42,18,8,41.8931296635482,-87.6354666596168,"(41.893129663548, -87.635466659617)"
17-05250489,08/07/2017,Completed,08/07/2017,Metal - Painted,Garbage Cart,5841 S SACRAMENTO AVE,60629,16,8,63,41.786928058163,-87.6983422652449,"(41.786928058163, -87.698342265245)"
17-05245813,08/07/2017,Completed,08/07/2017,Metal - Painted,Front,3632 S HOYNE AVE,60609,12,9,59,41.82753849903779,-87.67779207309091,"(41.827538499038, -87.677792073091)"
17-05245417,08/07/2017,Completed,08/07/2017,"Cement (Sidewalk, Alley, Wall, Curb)",Front,400 N DAMEN AVE,60622,27,12,24,41.8887685789879,-87.6769941391159,"(41.888768578988, -87.676994139116)"
17-05246614,08/07/2017,Completed,08/07/2017,Metal - Painted,Traffic Control Box,4801 N MILWAUKEE AVE,60630,45,16,11,41.9679658111391,-87.76065245915899,"(41.967965811139, -87.760652459159)"
17-05246527,08/07/2017,Completed,08/07/2017,Metal - Painted,Front,1056 N DAMEN AVE,60622,2,12,24,41.9012631675379,-87.6773506462849,"(41.901263167538, -87.677350646285)"
17-05197381,08/05/2017,Completed,08/07/2017,"Cement (Sidewalk, Alley, Wall, Curb)",Pole,2314 W MOFFAT ST,60647,32,14,22,41.9149402729869,-87.68548225380741,"(41.914940272987, -87.685482253807)"
17-05216987,08/06/2017,Completed,08/07/2017,Metal - Painted,Traffic Control Box,10 S ACADEMY PL,60607,27,12,28,41.881458850126,-87.64808429862171,"(41.881458850126, -87.648084298622)"
17-05198368,08/05/2017,Completed,08/07/2017,Brick - Painted,Side,4456 W LEXINGTON ST,60624,24,11,26,41.8716308728705,-87.73742124368601,"(41.87163087287, -87.737421243686)"
17-05170034,08/04/2017,Completed,08/07/2017,Brick - Unpainted,Front,2232 W IRVING PARK RD,60618,47,19,5,41.95417555825,-87.68489198029621,"(41.95417555825, -87.684891980296)"
17-05246628,08/07/2017,Completed,08/07/2017,Brick - Unpainted,Side,3400 W LAKE ST,60624,28,11,27,41.884753676395,-87.7112297885928,"(41.884753676395, -87.711229788593)"
17-05215962,08/06/2017,Completed,08/07/2017,Metal - Painted,Pole,2633 N HALSTED ST,60614,43,19,7,41.9300546710835,-87.64877492905072,"(41.930054671084, -87.648774929051)"
17-05233834,08/06/2017,Completed,08/07/2017,Brick - Unpainted,Alley,1130 N MOZART ST,60622,26,12,24,41.902061508707106,-87.6982562997559,"(41.902061508707, -87.698256299756)"
17-05200919,08/05/2017,Completed,08/07/2017,Glass,Front,1888 N MILWAUKEE AVE,60647,32,14,22,41.9156736627631,-87.68586947841041,"(41.915673662763, -87.68586947841)"
17-05133552,08/02/2017,Completed,08/07/2017,Brick - Painted,Side,598 E WACKER DR,60601,42,1,32,41.888004864588304,-87.61003851028391,"(41.888004864588, -87.610038510284)"
17-05172629,08/04/2017,Completed,08/07/2017,Metal - Painted,Pole,2407 W SUNNYSIDE AVE,60625,47,19,4,41.963027693699004,-87.6890719048084,"(41.963027693699, -87.689071904808)"
17-05246139,08/07/2017,Completed,08/07/2017,Metal - Painted,Garage,6138 S MENARD AVE,60638,13,8,64,41.7804519007103,-87.76685204044891,"(41.78045190071, -87.766852040449)"
17-05212776,08/06/2017,Completed,08/07/2017,Metal - Painted,Traffic Control Box,361 N COLUMBUS DR,60601,42,1,32,41.8884076215644,-87.6204268892497,"(41.888407621564, -87.62042688925)"
17-05245804,08/07/2017,Completed,08/07/2017,Metal - Painted,Viaduct,3520 S LEAVITT ST,60609,12,9,59,41.8297326905936,-87.6802946414101,"(41.829732690594, -87.68029464141)"
17-05246728,08/07/2017,Completed,08/07/2017,Metal - Painted,Phone,2116 S CENTRAL PARK AVE,60623,24,10,29,41.85288248215969,-87.7151811466425,"(41.85288248216, -87.715181146642)"
17-05178847,08/04/2017,Completed,08/07/2017,Metal - Painted,Front,3805 W GRAND AVE,60651,26,25,23,41.9041961586941,-87.72176334530751,"(41.904196158694, -87.721763345307)"
17-05245833,08/07/2017,Completed,08/07/2017,Metal - Painted,Garage,3634 S HAMILTON AVE,60609,12,9,59,41.827468919585,-87.67901018507591,"(41.827468919585, -87.679010185076)"
17-05245660,08/07/2017,Completed,08/07/2017,Metal - Painted,Garage,3709 S DAMEN AVE,60609,12,9,59,41.8264246114014,-87.67503777446008,"(41.826424611401, -87.67503777446)"
17-05249833,08/07/2017,Completed,08/07/2017,Brick - Unpainted,Traffic Control Box,5100 S KEATING AVE,60632,14,8,56,41.800265057554604,-87.74188325335241,"(41.800265057555, -87.741883253352)"
17-05246260,08/07/2017,Completed,08/07/2017,Brick - Painted,Rear,4943 S KEATING AVE,60632,14,8,56,41.8027113741724,-87.7416562355478,"(41.802711374172, -87.741656235548)"
17-05250324,08/07/2017,Completed,08/07/2017,Brick - Unpainted,Alley,5001 S FAIRFIELD AVE,60632,14,9,63,41.8027426865114,-87.6926729365338,"(41.802742686511, -87.692672936534)"
17-05196768,08/05/2017,Completed,08/07/2017,Brick - Unpainted,Side,31 S SANGAMON ST,60607,25,12,28,41.880740835794896,-87.650685719088,"(41.880740835795, -87.650685719088)"
17-05178731,08/04/2017,Completed,08/07/2017,Metal - Painted,Side,1773 N WINNEBAGO AVE,60647,32,14,24,41.9140711598399,-87.6845129481736,"(41.91407115984, -87.684512948174)"
17-05215693,08/06/2017,Completed,08/07/2017,Glass,Door,2910 N ALLEN AVE,60618,35,14,21,41.9342405423439,-87.715115042027,"(41.934240542344, -87.715115042027)"
17-05143014,08/03/2017,Completed,08/07/2017,Brick - Painted,Front,1027 W ARGYLE ST,60640,48,20,3,41.9731851313156,-87.65608961695222,"(41.973185131316, -87.656089616952)"
17-05180422,08/04/2017,Completed,08/07/2017,"Cement (Sidewalk, Alley, Wall, Curb)",Viaduct,3004 S CANAL ST,60616,11,9,60,41.839773186515,-87.6379413282028,"(41.839773186515, -87.637941328203)"
17-05250511,08/07/2017,Completed,08/07/2017,"Cement (Sidewalk, Alley, Wall, Curb)",Side,1400 S WESTERN AVE,60608,28,10,28,41.862940665238305,-87.6860814377002,"(41.862940665238, -87.6860814377)"
17-05251111,08/07/2017,Completed,08/07/2017,Metal - Painted,Garbage Cart,5841 S SACRAMENTO AVE,60629,16,8,63,41.786928058163,-87.6983422652449,"(41.786928058163, -87.698342265245)"
17-05168988,08/04/2017,Completed,08/07/2017,Metal - Painted,Sign,3926 W SCHUBERT AVE,60647,31,25,22,41.9301261376809,-87.72556726100929,"(41.930126137681, -87.725567261009)"
17-05245753,08/07/2017,Completed,08/07/2017,Stucco,Front,3615 S ASHLAND AVE,60609,11,9,59,41.8282177171302,-87.66536152995171,"(41.82821771713, -87.665361529952)"
17-05250425,08/07/2017,Completed,08/07/2017,Metal - Painted,Pole,2658 W 22ND PL,60608,24,10,30,41.8511322711565,-87.6928487935043,"(41.851132271156, -87.692848793504)"
17-05246821,08/07/2017,Completed,08/07/2017,Brick - Unpainted,Rear,4211 W BELMONT AVE,60641,31,25,21,41.9388991906432,-87.73350239240379,"(41.938899190643, -87.733502392404)"
17-05250551,08/07/2017,Completed,08/07/2017,Metal - Painted,Pole,4748 S WESTERN AVE,60609,15,9,58,41.8069734076975,-87.6845288305937,"(41.806973407698, -87.684528830594)"
17-05244017,08/07/2017,Completed,08/07/2017,"Cement (Sidewalk, Alley, Wall, Curb)",Viaduct,421 N DAMEN AVE,60622,27,12,24,41.8893763455457,-87.6767153194775,"(41.889376345546, -87.676715319477)"
17-05215284,08/06/2017,Completed,08/07/2017,Metal - Unpainted,Sign,1054 W LILL AVE,60614,43,19,7,41.928173165615604,-87.6558569910216,"(41.928173165616, -87.655856991022)"
17-05245566,08/07/2017,Completed,08/07/2017,Metal - Painted,Garage,5758 S WASHTENAW AVE,60629,16,8,63,41.7883564856105,-87.6913557082609,"(41.78835648561, -87.691355708261)"
17-05164277,08/04/2017,Completed,08/07/2017,Metal - Painted,Fence,4218 W 59TH ST,60629,13,8,62,41.785986140217794,-87.7287401320134,"(41.785986140218, -87.728740132013)"
17-05249920,08/07/2017,Completed,08/07/2017,Brick - Unpainted,Side,5344 S ARCHER AVE,60632,14,8,56,41.7989509859671,-87.7417920950635,"(41.798950985967, -87.741792095063)"
17-05116786,08/02/2017,Completed,08/07/2017,Brick - Unpainted,Side,1557 N SEDGWICK ST,60610,27,18,8,41.9110192214433,-87.63844233765819,"(41.911019221443, -87.638442337658)"
17-05148275,08/03/2017,Completed,08/07/2017,Brick - Unpainted,Front,3151 N MONITOR AVE,60634,30,25,19,41.9381806796448,-87.7724124796488,"(41.938180679645, -87.772412479649)"
17-05169965,08/04/2017,Completed,08/07/2017,Brick - Unpainted,Side,210 N LAFLIN ST,60607,27,12,28,41.8857470758182,-87.6644424622557,"(41.885747075818, -87.664442462256)"
17-05192194,08/05/2017,Completed,08/07/2017,"Cement (Sidewalk, Alley, Wall, Curb)",Front,451 W 25TH PL,60616,11,9,60,41.846000844065706,-87.63894070296291,"(41.846000844066, -87.638940702963)"
17-05246732,08/07/2017,Completed,08/07/2017,Metal - Painted,Pole,2801 N CENTRAL PARK AVE,60618,35,14,21,41.931957946169895,-87.71704869968491,"(41.93195794617, -87.717048699685)"
17-05245650,08/07/2017,Completed,08/07/2017,Metal - Painted,Garage,3816 S WOLCOTT AVE,60609,12,9,59,41.8244139699273,-87.67282788894279,"(41.824413969927, -87.672827888943)"
17-05245619,08/07/2017,Completed,08/07/2017,Metal - Painted,Pole,2600 W CORTEZ ST,60622,1,12,24,41.90034948836,-87.692011095935,"(41.90034948836, -87.692011095935)"
17-05144693,08/03/2017,Completed,08/07/2017,Brick - Painted,Side,3251 S WESTERN BLVD,60608,25,9,59,41.8343018220866,-87.6848131690095,"(41.834301822087, -87.684813169009)"
17-05245960,08/07/2017,Completed,08/07/2017,Brick - Unpainted,Sign,751 W 16TH ST,60616,11,12,31,41.8598031406884,-87.6466106482983,"(41.859803140688, -87.646610648298)"
